User,PostalCode,Country,Latitude,Longitude,distanceToHdV
58,J2S4Y2,Canada,45.631846,-72.955171,45886.770820379905
59,J2S3J5,Canada,45.623307,-72.947759,46016.998292901415
60,J2S0H3,Canada,45.592203,-72.974923,49851.4478515383
61,J2S6J1,Canada,45.626122,-72.965244,46896.67788847456
62,J2R1G7,Canada,45.648736,-73.020239,48987.41373660071
63,J2S4A7,Canada,45.637577,-72.947943,45052.94545647988
64,J2R1G1,Canada,45.671401,-72.92646,41497.45089062227
65,J2S4G1,Canada,45.632593,-72.949639,45494.236551963906
66,J2S8M3,Canada,45.60652,-72.987822,49622.541498844264
67,J2G6M7,Canada,45.413647,-72.745132,55814.41126536458
68,J2X5N2,Canada,45.276363,-73.202023,87486.12713842484
69,J2W1S9,Canada,45.371063,-73.30141,85241.15625249181
70,J2H3C4,Canada,45.383662,-72.71603,58195.88148118272
71,J2S5V2,Canada,45.624213,-72.953113,46280.65496551406
72,J2S8C2,Canada,45.633176,-72.947611,45329.54124555928
73,J2L0S8,Canada,45.265284,-72.686601,70296.70421226726
74,J2K0L5,Canada,45.21612,-72.75254,76878.5194579786
75,J2S5C9,Canada,45.628056,-72.950463,45854.25725636986
76,J2S8W3,Canada,45.643604,-72.956308,45177.29421480843
77,J2N2Y5,Canada,45.276137,-72.97253,77308.98618869124
78,J2L2R4,Canada,45.313545,-72.671401,64794.16233032034
79,J2G8L6,Canada,45.416053,-72.739238,55398.86298236893
80,J2T1Y9,Canada,45.615966,-72.949416,46631.67030202209
81,J2S4Y2,Canada,45.631846,-72.955171,45886.770820379905
82,J2L2W4,Canada,45.320457,-72.664373,63922.07262564436
83,J2H0X6,Canada,45.428981,-72.7425,54150.62672354809
84,J2S3S9,Canada,45.61022,-72.97354,48494.68393478915
85,J2N3C6,Canada,45.262067,-72.982028,79039.10270256606
86,J2N2Y5,Canada,45.276137,-72.97253,77308.98618869124
87,J2T5C2,Canada,45.615881,-72.926828,45291.479179198155
88,J2T5H2,Canada,45.585552,-72.944021,48539.407786607204
89,J2S1W2,Canada,45.631317,-72.955072,45916.35298103205
90,J2T0A1,Canada,45.612986,-72.956023,47239.87500911318
91,J2X2R8,Canada,45.292347,-73.232406,87675.85670452945
92,J2S3Y6,Canada,45.602128,-72.977088,49275.03201984823
93,J2S7H2,Canada,45.630324,-72.961127,46358.48059919262
94,J2S8B1,Canada,45.686902,-72.954883,42434.587207226505
95,J2K0E5,Canada,45.215236,-72.727574,76467.15222214641
96,J2J0V2,Canada,45.387682,-72.777554,59440.98358641575
97,J2N1Y8,Canada,45.270443,-72.984461,78320.85472049753
98,J2T1R7,Canada,45.615175,-72.958111,47212.36901690528
99,J2S6J2,Canada,45.626122,-72.965244,46896.67788847456
100,J2S6T9,Canada,45.609185,-72.976591,48752.330366437265
101,J2X3N3,Canada,45.306707,-73.238792,86819.34703206146
102,J2J2M3,Canada,45.419872,-72.743406,55119.81753804549
103,J2B0G8,Canada,45.851827,-72.470649,3375.954107935777
104,J2T5G9,Canada,45.601132,-72.96861,48835.720449673456
105,J2T0A1,Canada,45.612986,-72.956023,47239.87500911318
106,J2S5Y5,Canada,45.628182,-72.959653,46411.61458107476
107,J2S6B8,Canada,45.625634,-72.961131,46675.66739008752
108,J2J2K3,Canada,45.40796,-72.757589,56761.22572564005
109,J2S4P6,Canada,45.623005,-72.940035,45570.25002190208
110,J2M1P5,Canada,45.363021,-72.607339,58416.35723871725
111,J2T4L8,Canada,45.611542,-72.956807,47388.97223884815
112,J2S7E7,Canada,45.626996,-72.956763,46313.87261054166
113,J2S7J4,Canada,45.638008,-72.962517,45934.59788734594
114,J2W2E9,Canada,45.353878,-73.264463,84440.2840086222
115,J2R1G7,Canada,45.648736,-73.020239,48987.41373660071
116,J2C8V2,Canada,45.861632,-72.511278,2985.315085326388
117,J2J2R9,Canada,45.395393,-72.76533,58284.924474548956
118,J2T2X1,Canada,45.63282,-72.935223,44593.9222034391
119,J2T2Z4,Canada,45.626642,-72.932551,44862.84670539475
120,J2T2Z4,Canada,45.626642,-72.932551,44862.84670539475
121,J2C6Z2,Canada,45.868779,-72.518111,2946.508443999404
122,J2S3N8,Canada,45.623974,-72.94132,45579.914500171464
123,J2T5H2,Canada,45.585552,-72.944021,48539.407786607204
124,J2S5Y2,Canada,45.627316,-72.95853,46400.98942185187
125,J2S0M4,Canada,45.63818,-72.97214,46529.99650106498
126,J2S7J6,Canada,45.637577,-72.947943,45052.94545647988
127,J2G9H1,Canada,45.39913,-72.734339,57031.33326294275
128,J2H1M7,Canada,45.423903,-72.708804,53767.50006885075
129,J2T0E4,Canada,45.626031,-72.911942,43676.033330016275
130,J2S8N1,Canada,45.638095,-72.94447,44802.6734631849
131,J2B0V7,Canada,45.864664,-72.484767,1781.5521424694361
132,J2H0L8,Canada,45.345058,-72.692639,61794.045107958664
133,J2X3H6,Canada,45.304364,-73.239954,87073.46857917043
134,J2S2A9,Canada,45.630596,-72.951631,45752.71625623566
135,J2B8M5,Canada,45.860535,-72.507063,2859.513631603585
136,J2R1K7,Canada,45.654552,-72.934463,43085.650882220405
137,J2S7K9,Canada,45.631334,-72.966826,46645.714590298245
138,J2S3L2,Canada,45.624125,-72.94474,45776.65349578789
139,J2T0A1,Canada,45.612986,-72.956023,47239.87500911318
140,J2R1N8,Canada,45.645941,-72.893183,41131.40562110923
141,J2R1L7,Canada,45.643332,-72.889213,41080.51122242151
142,J2S1P6,Canada,45.632904,-72.955427,45831.3774225088
143,J2S1C3,Canada,45.639388,-72.956616,45473.44810666217
144,J2S4E4,Canada,45.637399,-72.954596,45478.9642555355
145,J2H2J9,Canada,45.395638,-72.703196,56620.60388248751
146,J2R1E7,Canada,45.650121,-72.999441,47538.60813408655
147,J2K3V5,Canada,45.195561,-72.747198,78975.00609422843
148,J2K3V5,Canada,45.195561,-72.747198,78975.00609422843
149,J2G1L7,Canada,45.4107,-72.715168,55319.088614687156
150,J2X1V9,Canada,0,0,8672420.421869809
151,J2S8C8,Canada,45.611278,-72.977862,48685.428053775446
152,J2R1M8,Canada,45.642713,-72.907503,42221.45013173891
153,J2S7B2,Canada,45.611348,-72.984956,49115.95877988069
154,J2J2K3,Canada,45.40796,-72.757589,56761.22572564005
155,J2S4E4,Canada,45.637399,-72.954596,45478.9642555355
156,J2S8T7,Canada,45.631861,-72.948364,45465.3600596994
157,J2S7J4,Canada,45.638008,-72.962517,45934.59788734594
158,J2S1B7,Canada,45.636635,-72.961497,45961.08678774482
159,J2R1M5,Canada,45.640528,-72.910855,42577.27506789171
160,J2T1P3,Canada,45.620506,-72.94019,45755.78643949541
161,J2E0A2,Canada,45.939884,-72.571509,9447.51809213886
162,J2T0E5,Canada,45.61286,-72.940751,46334.401392132015
163,J2T3H5,Canada,45.611131,-72.915535,44981.12016889001
164,J2C4Z9,Canada,45.894868,-72.47216,1833.7237208935744
165,J2S8R1,Canada,45.636982,-72.939473,44569.1859926624
166,J2H1A7,Canada,45.405207,-72.70969,55762.336308767124
167,J2S8M6,Canada,45.640885,-72.961623,45689.85295814161
168,J2S3L7,Canada,45.623048,-72.94637,45950.66959317736
169,J2K0E5,Canada,45.215236,-72.727574,76467.15222214641
170,J2R1T1,Canada,45.645759,-72.976237,46305.80082817603
171,J2S7K1,Canada,45.640198,-72.95964,45609.97573260814
172,J2G6A8,Canada,45.425472,-72.732813,54240.3122221792
173,J2T4T9,Canada,45.641604,-72.935683,44021.92252870094
174,J2S4C7,Canada,45.640994,-72.959829,45569.71287774554
175,J2R1M3,Canada,45.64325,-72.895887,41484.58686585962
176,J2S1E5,Canada,45.601645,-72.974545,49155.72625712943
177,J2T5B6,Canada,45.622874,-72.921875,44492.42606400349
178,J2H1W5,Canada,45.419575,-72.715771,54400.770910431485
179,J2S8W9,Canada,45.643581,-72.95903,45350.53697297055
180,J2J0E4,Canada,45.396028,-72.772255,58424.1167500544
181,J2G4A2,Canada,45.386343,-72.750116,58793.11771517762
182,J2S8X8,Canada,45.636389,-72.945936,45008.49762687274
183,J2R1A4,Canada,45.646968,-73.003911,48021.3607147773
184,J2W1Y9,Canada,45.341892,-73.296924,87193.93279715111
185,J2T1P5,Canada,45.62031,-72.942801,45926.798518445954
186,J2J1T3,Canada,45.406887,-72.754821,56791.796330634694
187,J2R1M6,Canada,45.642047,-72.908591,42333.913701527075
188,J2R1M6,Canada,45.642047,-72.908591,42333.913701527075
189,J2S1A5,Canada,45.634594,-72.972449,46783.14313638121
190,J2X4K1,Canada,45.298051,-73.236289,87403.09690850652
191,J2T4K7,Canada,45.609707,-72.955347,47431.250966915984
192,J2T0B1,Canada,45.597098,-72.96647,48996.835464438554
193,J2S2X7,Canada,45.631766,-72.94235,45102.35253996789
194,J2W1Y9,Canada,45.341892,-73.296924,87193.93279715111
195,J2T0J3,Canada,45.613787,-72.917475,44896.7273812251
196,J2H2T3,Canada,45.394254,-72.693561,56546.89065153035
197,J2R1H6,Canada,45.669529,-72.937866,42349.04461736461
198,J2S1T7,Canada,45.635915,-72.949646,45270.297738670866
199,J2S9E5,Canada,45.61019,-72.986219,49272.695689915
200,J2T0C6,Canada,45.63892,-72.92406,43491.18893154894
201,J2G9B7,Canada,45.413577,-72.711615,54926.424575718505
202,J2S7S7,Canada,45.631334,-72.966826,46645.714590298245
203,J2C5A6,Canada,45.869073,-72.507725,2237.3244701251174
204,J2S6J7,Canada,45.629049,-72.969068,46937.744734014916
205,J2S8T1,Canada,45.639901,-72.948613,44939.191870673225
206,J2S8T1,Canada,45.639901,-72.948613,44939.191870673225
207,J2T1A5,Canada,45.637296,-72.926923,43778.11658339067
208,J2G4G8,Canada,45.389174,-72.72674,57879.171124729175
209,J2J2V9,Canada,45.382802,-72.740008,58891.70916248364
210,J2S8T1,Canada,45.639901,-72.948613,44939.191870673225
211,J2S3Y7,Canada,45.601875,-72.978049,49350.85316840685
212,J2J0T2,Canada,45.387682,-72.777554,59440.98358641575
213,J2J0T2,Canada,45.387682,-72.777554,59440.98358641575
214,J2T5E9,Canada,45.626522,-72.929349,44678.52612639838
215,J2S1E5,Canada,45.601645,-72.974545,49155.72625712943
216,J2S5Z1,Canada,45.627674,-72.960415,46493.09347678037
217,J2T1Y1,Canada,45.618417,-72.945667,46232.95023120125
218,J2A2G3,Canada,45.841658,-72.444785,5306.618425771748
219,J2R1W5,Canada,45.699274,-72.893304,37635.33745789766
220,J2S7V2,Canada,45.593105,-72.976206,49862.98271711375
221,J2G5C8,Canada,45.400921,-72.728991,56702.64101291886
222,J2T5B6,Canada,45.622874,-72.921875,44492.42606400349
223,J2S8P7,Canada,45.59965,-72.980633,49663.337452795
224,J2J2R9,Canada,45.395393,-72.76533,58284.924474548956
225,J2G4B3,Canada,45.386679,-72.741122,58515.088749734015
226,J2K0C7,Canada,45.212493,-72.721723,76651.60624932476
227,J2S3Y4,Canada,45.604713,-72.973084,48851.52304600452
228,J2W2K5,Canada,45.35105,-73.267907,84852.96061275412
229,J2K2X8,Canada,45.203872,-72.746857,78074.57165745452
230,J2S5R5,Canada,45.62952,-72.957994,46218.541969828584
231,J2S6A3,Canada,45.630484,-72.96571,46632.754249369726
232,J2R1G2,Canada,45.648718,-72.983227,46570.523586480966
233,J2S5L9,Canada,45.631382,-72.958343,46114.61599609952
234,J2S4S8,Canada,45.631001,-72.951712,45730.19123066122
235,J2T3M7,Canada,45.620761,-72.936859,45537.6609916307
236,J2S8W3,Canada,45.643604,-72.956308,45177.29421480843
237,J2T3Y7,Canada,45.615335,-72.952449,46858.91581949022
238,J2S6H4,Canada,45.630619,-72.969151,46838.421991133866
239,J2R1A4,Canada,45.646968,-73.003911,48021.3607147773
240,J2T4J8,Canada,45.616352,-72.942946,46215.762711187854
241,J2R2T2,Canada,0,0,8672420.421869809
242,J2T4H8,Canada,45.627892,-72.933018,44803.18836641392
243,J2R2H9,Canada,45.642953,-72.896674,41552.828120763
244,J2S9A3,Canada,45.600447,-72.991485,50265.640375433635
245,J2L0G8,Canada,45.318881,-72.661594,64046.2278039641
246,J2S0N5,Canada,45.63818,-72.97214,46529.99650106498
247,J2S6V9,Canada,45.602888,-72.970688,48835.78948066372
248,J2S8A9,Canada,45.633645,-72.96968,46671.39611434567
249,J2T5A9,Canada,45.640723,-72.927312,43566.09890301812
250,J2S4Z3,Canada,45.634157,-72.963523,46251.894985516206
251,J2S1B5,Canada,45.640344,-72.956696,45415.4396511983
252,J2G6N4,Canada,45.415459,-72.747875,55704.748688410546
253,J2S2B7,Canada,45.627144,-72.955957,46254.174837898645
254,J2C8L7,Canada,45.904776,-72.514233,3555.5586482085064
255,J2S4S5,Canada,45.63033,-72.949902,45664.347782089724
256,J2L1A7,Canada,45.318246,-72.667107,64209.19840640131
257,J2R1R4,Canada,45.638663,-72.920838,43312.73778858615
258,J2S9B6,Canada,45.641214,-72.949716,44920.75622956734
259,J2S4Z3,Canada,45.634157,-72.963523,46251.894985516206
260,J2S7C8,Canada,45.611348,-72.984956,49115.95877988069
261,J2S8W3,Canada,45.643604,-72.956308,45177.29421480843
262,J2S4A9,Canada,45.637449,-72.949347,45148.75043928389
263,J2R1N8,Canada,45.645941,-72.893183,41131.40562110923
264,J2T5J7,Canada,45.612765,-72.933715,45924.223545513465
265,J2S5C5,Canada,45.624917,-72.946196,45810.053027455484
266,J2H1W4,Canada,45.409243,-72.711862,55389.72337159971
267,J2R1L7,Canada,45.643332,-72.889213,41080.51122242151
268,J2W2Y3,Canada,45.341819,-73.293476,87004.87425388089
269,J2S0N5,Canada,45.63818,-72.97214,46529.99650106498
270,J2X5T9,Canada,45.329206,-73.236351,84853.64283246356
271,J2S5V8,Canada,0,0,8672420.421869809
272,J2S5Z7,Canada,45.62565,-72.959275,46560.230948300865
273,J2T3M2,Canada,45.618047,-72.923182,44919.02458413286
274,J2T5L5,Canada,45.613568,-72.932924,45819.26664719207
275,J2S1E4,Canada,45.60369,-72.971749,48843.00037377134
276,J2S7J5,Canada,45.634785,-72.947365,45205.28603201024
277,J2S8L8,Canada,45.605067,-72.983656,49468.28610723969
278,J2T4M9,Canada,45.641426,-72.933777,43916.15668239585
279,J2W1E1,Canada,45.341257,-73.276558,86099.26055057136
280,J2T3H5,Canada,45.611131,-72.915535,44981.12016889001
281,J2S7V9,Canada,45.623583,-72.962706,46912.30185570192
282,J2T5G8,Canada,45.604758,-72.96653,48453.491801967335
283,J2S8R1,Canada,45.636982,-72.939473,44569.1859926624
284,J2R1L2,Canada,45.643958,-72.977172,46479.61659870414
285,J2S1V1,Canada,45.635261,-72.950338,45357.21075101664
286,J2T4G6,Canada,45.612058,-72.957442,47390.8091048406
287,J2M1K2,Canada,45.355401,-72.56932,58846.706199417196
288,J2W1T5,Canada,45.367897,-73.308621,85896.12058434192
289,J2R1G9,Canada,45.649279,-73.001816,47744.71587055939
290,J2S8R8,Canada,45.593794,-72.974029,49683.90344323794
291,J2T4T5,Canada,45.622164,-72.924903,44723.40118283427
292,J2T2K5,Canada,45.618558,-72.932751,45449.2742867447
293,J2X5S6,Canada,45.266632,-73.241885,90323.95802885466
294,J2S1J1,Canada,45.629622,-72.96706,46774.396310942015
295,J2M1N7,Canada,45.345359,-72.574679,60005.247120664935
296,J2B5T9,Canada,45.87827,-72.477462,582.0113498322881
297,J2C8V3,Canada,45.888676,-72.536499,4154.222107036317
298,J2S7S7,Canada,45.631334,-72.966826,46645.714590298245
299,J2S6A3,Canada,45.630484,-72.96571,46632.754249369726
300,J2N0K4,Canada,45.275648,-72.970851,77292.18836176001
301,J2S2J3,Canada,45.630435,-72.947755,45525.17670362104
302,J2R1A8,Canada,45.649462,-72.996817,47407.19499003278
303,J2W3B6,Canada,45.342129,-73.2921,86903.35920394858
304,J2H0T2,Canada,45.428293,-72.702074,53135.946360329544
305,J2H2E2,Canada,45.431415,-72.714421,53122.8267358961
306,J2S1V1,Canada,45.635261,-72.950338,45357.21075101664
307,J2H2M5,Canada,45.430942,-72.740644,53894.21477009828
308,J2K4B2,Canada,45.28035,-72.768438,70401.70530877777
309,J2W1K7,Canada,45.352514,-73.303379,86749.39223610805
310,J2T5A1,Canada,45.618634,-72.937219,45710.50237008518
311,J2X5T4,Canada,45.323493,-73.207547,83792.40177750245
312,J2S5R7,Canada,45.630249,-72.958949,46228.45855649364
313,J2C8B5,Canada,45.90524,-72.516951,3734.737354773697
314,J2L0S8,Canada,45.265284,-72.686601,70296.70421226726
315,J2S4M5,Canada,45.633057,-72.95392,45727.64382239969
316,J2K1J4,Canada,45.208743,-72.740094,77413.64568936861
317,J2T1Z1,Canada,45.615596,-72.949977,46691.565149978975
318,J2C0B5,Canada,45.890836,-72.483049,1135.7153499268736
319,J2T5K5,Canada,45.614778,-72.928047,45443.55054551903
320,J2W1H1,Canada,45.34516,-73.295589,86867.12798448915
321,J2L2E8,Canada,45.30644,-72.636638,65016.437195437335
322,J2C8T8,Canada,45.86461,-72.516466,3077.413172735548
323,J2S8N8,Canada,45.623085,-72.960835,46831.28305701591
324,J2R1S2,Canada,45.655372,-72.918977,42060.8323681927
325,J2G2S4,Canada,45.397898,-72.716789,56709.532907298126
326,J2T5G9,Canada,45.601132,-72.96861,48835.720449673456
327,J2A1N5,Canada,45.839063,-72.429259,6288.560207060012
328,J2H0T2,Canada,45.428293,-72.702074,53135.946360329544
329,J2H2X6,Canada,45.344624,-72.692988,61847.81829823662
330,J2S8X8,Canada,45.636389,-72.945936,45008.49762687274
331,J2A2R3,Canada,45.857728,-72.403445,6755.763635518348
332,J2T4W4,Canada,45.618055,-72.93506,45622.916916417904
333,J2T4B7,Canada,45.613837,-72.959814,47409.125699775876
334,J2R1M8,Canada,45.642713,-72.907503,42221.45013173891
335,J2T0BT,Canada,0,0,8672420.421869809
336,J2T0E4,Canada,45.626031,-72.911942,43676.033330016275
337,J2G8C6,Canada,0,0,8672420.421869809
338,J2S3H8,Canada,45.624481,-72.945997,45828.24057174713
339,J2R2J7,Canada,45.645793,-72.891795,41058.73775966131
340,J2H2X5,Canada,45.343022,-72.684274,61845.49530074327
341,J2T5J7,Canada,45.612765,-72.933715,45924.223545513465
342,J2B0H9,Canada,45.86729,-72.421023,5113.346960592355
343,J2S9E5,Canada,45.61019,-72.986219,49272.695689915
344,J2S9B1,Canada,45.61743,-72.99668,49434.42829120847
345,J2J2Y5,Canada,45.421269,-72.741209,54912.52559496157
346,J2A1N5,Canada,45.839063,-72.429259,6288.560207060012
347,J2T4P8,Canada,45.614749,-72.945378,46475.451106689165
348,J2S4E4,Canada,45.637399,-72.954596,45478.9642555355
349,J2L6L1,Canada,0,0,8672420.421869809
350,J2S8L8,Canada,45.605067,-72.983656,49468.28610723969
351,J2X2S2,Canada,45.289266,-73.229938,87806.05330666459
352,J2G8T6,Canada,45.417524,-72.746475,55450.77010669009
353,J2W1N6,Canada,45.348768,-73.271768,85246.56816462456
354,J2K4J7,Canada,45.241277,-72.838748,76353.54943030543
355,J2K4K9,Canada,45.244701,-72.843193,76124.72146656628
356,J2S0M9,Canada,45.63818,-72.97214,46529.99650106498
357,J2S9A9,Canada,45.601394,-72.991592,50206.55372746358
358,J2H0X5,Canada,45.428981,-72.7425,54150.62672354809
359,J2T1N7,Canada,45.620185,-72.947129,46196.84047807113
360,J2T1R7,Canada,45.615175,-72.958111,47212.36901690528
361,J2S5R7,Canada,45.630249,-72.958949,46228.45855649364
362,J2C5V4,Canada,45.900361,-72.507079,2822.7172738224276
363,J2T5E9,Canada,45.626522,-72.929349,44678.52612639838
364,J2S8B1,Canada,45.686902,-72.954883,42434.587207226505
365,J2S0E6,Canada,45.629532,-72.94526,45434.06448324845
366,J2S6N2,Canada,45.618209,-72.959643,47094.18201507695
367,J2H2T3,Canada,45.394254,-72.693561,56546.89065153035
368,J2S8R7,Canada,45.632438,-72.942675,45076.208186135555
369,J2W2P1,Canada,45.354335,-73.29973,86402.35317262508
370,J2S0M2,Canada,45.63818,-72.97214,46529.99650106498
371,J2S8M5,Canada,45.640885,-72.961623,45689.85295814161
372,J2S8R1,Canada,45.636982,-72.939473,44569.1859926624
373,J2R1B3,Canada,45.650256,-72.988979,46848.51695661201
374,J2W1K7,Canada,45.352514,-73.303379,86749.39223610805
375,J2S7B2,Canada,45.611348,-72.984956,49115.95877988069
376,J2W3B2,Canada,45.353448,-73.307754,86929.55386397774
377,J2H0Z6,Canada,45.397128,-72.686246,56078.13766917779
378,J2T4N6,Canada,45.629243,-72.931056,44589.827083788725
379,J2S4C1,Canada,45.636737,-72.951297,45317.66713970991
380,J2R1G7,Canada,45.648736,-73.020239,48987.41373660071
381,J2T0C3,Canada,45.626501,-72.927083,44543.93048379802
382,J2R1A2,Canada,45.642395,-73.006659,48478.90771607386
383,J2R0C3,Canada,45.62045,-72.94597,46108.18616450735
384,J2S5R7,Canada,45.630249,-72.958949,46228.45855649364
385,J2S8R1,Canada,45.636982,-72.939473,44569.1859926624
386,J2T4K3,Canada,45.620743,-72.929907,45123.24703746219
387,J2T0A9,Canada,45.597442,-72.964337,48845.394912400574
388,J2R1A1,Canada,45.644475,-73.006227,48323.82852153998
389,J2R1R5,Canada,45.639886,-72.920452,43204.38545889162
390,J2S4H8,Canada,45.624652,-72.939025,45393.58078743252
391,J2R1N4,Canada,45.649377,-72.895549,41031.632261270744
392,J2H1R7,Canada,45.422369,-72.70635,53867.49385953439
393,J2C8G2,Canada,45.896431,-72.526579,3727.572785776111
394,J2S4G7,Canada,45.626099,-72.939857,45342.69980528533
395,J2R1C3,Canada,45.642599,-72.992007,47517.7816148991
396,J2R1A5,Canada,45.651035,-72.994989,47192.500000560045
397,J2T0E4,Canada,45.626031,-72.911942,43676.033330016275
398,J2T2Y6,Canada,45.624549,-72.928317,44756.57187041558
399,J2X1J3,Canada,45.311201,-73.239142,86468.79883610444
400,J2W1H7,Canada,45.347604,-73.290948,86416.5955979173
401,J2R1V1,Canada,45.652306,-72.944646,43874.83562132738
402,J2H3A3,Canada,45.394717,-72.680561,56213.951695091724
403,J2S4E3,Canada,45.636494,-72.952807,45427.85580949469
404,J2R1V6,Canada,45.621655,-72.864107,41260.18905156667
405,J2S7E1,Canada,45.639914,-72.955839,45390.03232263946
406,J2S4A2,Canada,45.640715,-72.939796,44336.56892036423
407,J2S4E3,Canada,45.636494,-72.952807,45427.85580949469
408,J2H0H3,Canada,45.389229,-72.689145,56985.760288278136
409,J2T5H1,Canada,45.585552,-72.944021,48539.407786607204
410,J2R1H9,Canada,45.638699,-73.032556,50394.34451621107
411,J2S0M2,Canada,45.63818,-72.97214,46529.99650106498
412,J2S7V2,Canada,45.593105,-72.976206,49862.98271711375
413,J2R1A5,Canada,45.651035,-72.994989,47192.500000560045
414,J2R1S2,Canada,45.655372,-72.918977,42060.8323681927
415,J2R1V8,Canada,45.639605,-72.89372,41616.27595914226
416,J2R1L7,Canada,45.643332,-72.889213,41080.51122242151
417,J2R1Y3,Canada,45.623217,-72.915469,44088.43398356756
418,J2J0V9,Canada,45.387682,-72.777554,59440.98358641575
419,J2S1B3,Canada,45.637473,-72.961741,45921.09402121225
420,J2T4T5,Canada,45.622164,-72.924903,44723.40118283427
421,J2S1B3,Canada,45.637473,-72.961741,45921.09402121225
422,J2T1R9,Canada,45.613985,-72.96291,47586.4928451191
423,J2S7W4,Canada,45.630974,-72.964721,46538.43539366593
424,J2X5L7,Canada,45.293758,-73.241827,88048.40999221921
425,J2S5N7,Canada,45.60346,-72.975027,49056.934648132636
426,J2S4J2,Canada,45.625704,-72.940462,45406.96246060867
427,J2S8C8,Canada,45.611278,-72.977862,48685.428053775446
428,J2T4E2,Canada,45.617058,-72.924972,45096.473155616535
429,J2S7H7,Canada,45.630721,-72.967772,46745.53702138826
430,J2R1L8,Canada,45.647446,-72.896711,41237.353611553015
431,J2S8W3,Canada,45.643604,-72.956308,45177.29421480843
432,J2R1N7,Canada,45.64184,-72.894228,41486.07697183428
433,J2S7X3,Canada,45.642226,-72.955742,45231.83523417456
434,J2R1C8,Canada,45.647507,-72.989014,47019.82264437789
435,J2M1P3,Canada,45.359721,-72.614586,58873.50901452066
